Edad,Genero,Rol,Industria,Años_Expe,Ubicacion,Hrs_semana,Balance_vida_trabajo,Nivel_estres,Salud_Mental,Recurso_SaludM,Cambio_en_productividad,Calificación_aislamientoS,Satisfacción_trabajo,Apoyo_de_empresa,Calidad_del_sueño,Region
50,Non-binary,Project Manager,Finance,20,Onsite,32,1,Low,Burnout,No,No Change,1.0,Neutral,1,Good,Asia
37,Male,Sales,Education,18,Onsite,20,3,Medium,Burnout,No,No Change,1.0,Neutral,2,Average,Africa
58,Female,Project Manager,Retail,8,Remote,35,5,Medium,Depression,No,Decrease,2.0,Neutral,5,Poor,Asia
57,Non-binary,Sales,Manufacturing,32,Remote,49,1,Medium,Anxiety,No,No Change,4.0,Satisfied,5,Average,Europe
48,Male,Project Manager,Manufacturing,33,Hybrid,58,3,Medium,Burnout,No,Decrease,3.0,Satisfied,3,Average,South America
43,Non-binary,HR,Consulting,15,Onsite,26,4,Medium,Anxiety,No,Decrease,5.0,Unsatisfied,3,Average,South America
58,Female,Marketing,Retail,12,Onsite,36,4,Medium,Burnout,No,Increase,3.0,Unsatisfied,3,Poor,Europe
30,Male,Designer,Education,32,Hybrid,48,4,High,Depression,Yes,Decrease,5.0,Neutral,4,Average,Africa
60,Female,Marketing,Healthcare,17,Remote,55,4,Medium,Burnout,Yes,Decrease,1.0,Unsatisfied,4,Poor,Asia
58,Non-binary,Designer,Finance,35,Hybrid,28,2,High,Depression,No,Decrease,3.0,Neutral,2,Good,Asia
60,Prefer not to say,Sales,Consulting,7,Onsite,53,2,Low,Depression,No,Decrease,2.0,Satisfied,3,Poor,Oceania
38,Female,Sales,Manufacturing,18,Remote,54,4,High,Anxiety,No,Decrease,4.0,Satisfied,1,Average,Asia
56,Male,Marketing,Healthcare,17,Remote,33,3,Low,Burnout,No,Decrease,4.0,Unsatisfied,5,Poor,Asia
31,Male,Designer,Finance,19,Onsite,39,4,Medium,Anxiety,Yes,Decrease,2.0,Unsatisfied,3,Poor,Oceania
37,Prefer not to say,Software Engineer,Healthcare,25,Hybrid,33,1,Medium,Anxiety,No,No Change,4.0,Satisfied,5,Good,North America
53,Female,Software Engineer,Education,2,Hybrid,48,1,Low,Anxiety,Yes,No Change,3.0,Unsatisfied,1,Average,Asia
58,Male,Designer,Education,10,Remote,60,5,Medium,Depression,No,No Change,3.0,Satisfied,3,Average,Europe
49,Male,Data Scientist,IT,35,Remote,24,1,Medium,Anxiety,No,Decrease,5.0,Neutral,4,Good,Asia
23,Non-binary,Data Scientist,Healthcare,18,Remote,28,5,High,Burnout,Yes,Increase,1.0,Unsatisfied,3,Average,Asia
24,Non-binary,Project Manager,Manufacturing,17,Hybrid,39,2,Low,Anxiety,No,Decrease,2.0,Unsatisfied,2,Good,Oceania
41,Prefer not to say,Project Manager,Finance,35,Onsite,28,4,Medium,Anxiety,Yes,Decrease,1.0,Unsatisfied,1,Good,Asia
32,Female,HR,Consulting,23,Remote,48,4,Medium,Anxiety,No,Increase,5.0,Unsatisfied,2,Good,Africa
23,Non-binary,Designer,IT,22,Hybrid,39,2,Low,Anxiety,No,Decrease,5.0,Neutral,2,Poor,Africa
34,Prefer not to say,Marketing,Retail,14,Remote,25,4,Medium,Anxiety,No,No Change,1.0,Neutral,2,Poor,North America
42,Male,Sales,IT,32,Hybrid,53,1,High,Anxiety,No,Decrease,4.0,Satisfied,3,Average,Europe
33,Female,Sales,Education,22,Hybrid,31,3,Medium,Burnout,Yes,Increase,2.0,Neutral,3,Poor,Africa
40,Male,Designer,Healthcare,3,Onsite,58,5,Low,Anxiety,Yes,Decrease,3.0,Satisfied,3,Average,Asia
27,Male,Marketing,Healthcare,33,Hybrid,26,4,Low,Anxiety,No,Decrease,5.0,Unsatisfied,4,Average,Europe
39,Prefer not to say,Data Scientist,Consulting,33,Hybrid,20,3,Low,Anxiety,No,Decrease,2.0,Satisfied,3,Good,North America
42,Female,Marketing,IT,11,Hybrid,28,3,Low,Anxiety,No,No Change,1.0,Satisfied,2,Poor,Europe
22,Non-binary,Sales,Healthcare,7,Remote,35,5,Medium,Burnout,No,No Change,5.0,Neutral,5,Average,Asia
45,Male,Marketing,Finance,9,Remote,39,2,Low,Anxiety,No,Decrease,4.0,Neutral,2,Good,North America
47,Female,Data Scientist,Finance,6,Hybrid,28,1,High,Anxiety,No,Decrease,3.0,Satisfied,2,Good,Oceania
24,Non-binary,Designer,Retail,16,Remote,21,2,Medium,Anxiety,Yes,Decrease,5.0,Neutral,3,Average,Oceania
48,Non-binary,HR,IT,2,Remote,56,2,Medium,Depression,Yes,Decrease,4.0,Unsatisfied,5,Poor,Europe
60,Non-binary,Software Engineer,Retail,13,Remote,25,3,High,Burnout,No,Increase,3.0,Satisfied,2,Good,Africa
41,Non-binary,Software Engineer,Education,20,Remote,21,2,High,Anxiety,Yes,No Change,2.0,Neutral,2,Average,South America
49,Prefer not to say,Project Manager,Retail,17,Remote,50,4,Medium,Burnout,Yes,Decrease,5.0,Satisfied,5,Average,Africa
53,Prefer not to say,Data Scientist,Finance,16,Onsite,50,5,High,Burnout,Yes,No Change,2.0,Unsatisfied,5,Good,Europe
35,Prefer not to say,Marketing,Manufacturing,14,Hybrid,27,2,Low,Anxiety,Yes,Decrease,4.0,Unsatisfied,5,Average,Asia
23,Male,Software Engineer,Retail,3,Remote,39,4,Medium,Depression,Yes,Increase,1.0,Satisfied,2,Average,North America
53,Prefer not to say,Designer,Finance,27,Hybrid,45,3,Low,Anxiety,Yes,Increase,3.0,Unsatisfied,4,Good,Africa
41,Non-binary,Sales,Education,25,Remote,23,2,Medium,Anxiety,Yes,No Change,2.0,Satisfied,2,Poor,Africa
41,Prefer not to say,Designer,IT,32,Onsite,42,3,Low,Anxiety,Yes,No Change,3.0,Neutral,1,Good,Asia
43,Female,Data Scientist,Retail,16,Onsite,39,1,Medium,Anxiety,No,Decrease,2.0,Neutral,4,Good,Oceania
44,Male,HR,Retail,26,Onsite,23,3,High,Depression,Yes,Decrease,2.0,Satisfied,5,Good,Africa
45,Male,Marketing,IT,2,Onsite,46,2,Low,Depression,Yes,Decrease,3.0,Neutral,1,Good,Asia
60,Male,HR,Education,6,Remote,37,2,Medium,Anxiety,Yes,Increase,1.0,Unsatisfied,2,Poor,Europe
51,Prefer not to say,Project Manager,Education,6,Onsite,42,2,Low,Burnout,No,No Change,1.0,Satisfied,5,Average,Africa
23,Prefer not to say,Marketing,Education,31,Onsite,48,3,Medium,Anxiety,No,Increase,3.0,Unsatisfied,5,Good,South America
32,Male,Marketing,Education,1,Onsite,58,3,Low,Anxiety,Yes,Decrease,4.0,Neutral,5,Poor,Asia
44,Non-binary,HR,Consulting,29,Hybrid,52,1,Medium,Burnout,Yes,Increase,1.0,Unsatisfied,2,Poor,Asia
50,Male,Designer,Manufacturing,2,Onsite,49,2,High,Anxiety,Yes,Decrease,1.0,Satisfied,3,Poor,Oceania
54,Non-binary,Marketing,Consulting,19,Hybrid,55,2,High,Anxiety,No,Increase,5.0,Satisfied,4,Poor,North America
54,Male,Project Manager,Healthcare,13,Remote,33,2,High,Depression,Yes,Increase,4.0,Satisfied,3,Average,Oceania
47,Prefer not to say,Sales,Consulting,31,Onsite,21,5,Low,Depression,Yes,Increase,3.0,Unsatisfied,3,Average,North America
38,Male,Sales,Education,25,Remote,44,5,Medium,Depression,Yes,Decrease,1.0,Satisfied,5,Average,Europe
31,Male,Software Engineer,Manufacturing,21,Onsite,24,4,Medium,Anxiety,Yes,Decrease,5.0,Neutral,4,Good,Asia
58,Male,Marketing,IT,11,Onsite,25,2,High,Anxiety,No,Increase,5.0,Unsatisfied,4,Good,Oceania
53,Prefer not to say,Designer,Education,16,Hybrid,40,4,High,Burnout,Yes,Increase,2.0,Satisfied,3,Good,Africa
53,Prefer not to say,Sales,IT,32,Remote,59,2,Low,Anxiety,Yes,Increase,2.0,Satisfied,1,Good,Asia
60,Female,Software Engineer,IT,31,Onsite,22,4,High,Anxiety,Yes,Decrease,1.0,Unsatisfied,3,Poor,South America
38,Non-binary,Designer,Consulting,4,Hybrid,47,5,Medium,Anxiety,No,Increase,2.0,Unsatisfied,2,Poor,North America
31,Female,Sales,Finance,32,Hybrid,31,2,Low,Depression,No,Decrease,1.0,Unsatisfied,1,Good,Europe
42,Male,Designer,IT,2,Onsite,41,5,High,Anxiety,No,No Change,1.0,Neutral,5,Poor,South America
52,Female,Data Scientist,Manufacturing,18,Remote,52,1,High,Burnout,Yes,No Change,2.0,Unsatisfied,2,Good,North America
41,Female,HR,Finance,6,Hybrid,48,2,Low,Burnout,Yes,Decrease,5.0,Satisfied,4,Good,Asia
44,Male,Project Manager,Finance,20,Onsite,41,5,Medium,Depression,Yes,Increase,1.0,Unsatisfied,3,Poor,North America
42,Female,Data Scientist,Finance,15,Remote,21,3,High,Burnout,Yes,No Change,4.0,Satisfied,5,Average,South America
53,Male,Software Engineer,Healthcare,3,Hybrid,49,2,High,Burnout,No,Decrease,2.0,Satisfied,4,Poor,Africa
23,Non-binary,Marketing,Education,12,Remote,40,1,Medium,Anxiety,Yes,No Change,1.0,Unsatisfied,3,Average,Africa
24,Female,Sales,Finance,23,Onsite,22,4,High,Burnout,Yes,No Change,3.0,Unsatisfied,3,Average,Africa
41,Prefer not to say,Project Manager,Consulting,34,Hybrid,44,2,Low,Anxiety,No,Decrease,2.0,Neutral,5,Good,Asia
60,Prefer not to say,HR,Manufacturing,16,Onsite,39,1,Medium,Anxiety,Yes,Decrease,4.0,Unsatisfied,4,Good,Africa
25,Prefer not to say,Designer,Manufacturing,6,Remote,37,1,High,Burnout,Yes,Decrease,3.0,Unsatisfied,2,Average,South America
55,Male,HR,Healthcare,18,Onsite,54,3,Medium,Anxiety,No,Increase,2.0,Neutral,3,Average,North America
33,Non-binary,Software Engineer,Retail,17,Onsite,31,1,Low,Depression,No,Decrease,2.0,Satisfied,2,Good,South America
43,Prefer not to say,Data Scientist,Consulting,14,Hybrid,53,2,Medium,Depression,Yes,Decrease,5.0,Unsatisfied,5,Average,Africa
48,Male,Sales,Healthcare,2,Remote,58,1,Low,Depression,Yes,Increase,2.0,Satisfied,2,Good,South America
31,Non-binary,HR,Finance,9,Remote,26,1,Low,Anxiety,No,Increase,2.0,Neutral,2,Good,Asia
28,Male,Designer,Manufacturing,23,Remote,46,3,Medium,Anxiety,Yes,Decrease,4.0,Unsatisfied,3,Poor,Asia
49,Male,Sales,Manufacturing,6,Remote,20,3,Medium,Anxiety,No,Increase,4.0,Neutral,4,Average,South America
56,Prefer not to say,HR,Finance,17,Hybrid,56,2,Medium,Depression,Yes,Decrease,4.0,Satisfied,2,Good,Europe
56,Non-binary,Sales,Retail,30,Onsite,28,1,High,Burnout,No,Increase,1.0,Satisfied,5,Poor,Asia
51,Female,Sales,Consulting,10,Hybrid,39,1,Medium,Anxiety,Yes,Increase,5.0,Satisfied,5,Average,Europe
38,Non-binary,Project Manager,Manufacturing,11,Remote,22,4,Medium,Anxiety,Yes,Decrease,1.0,Satisfied,4,Average,South America
40,Male,Project Manager,IT,9,Onsite,32,3,High,Anxiety,Yes,No Change,2.0,Unsatisfied,2,Good,South America
56,Non-binary,Project Manager,Consulting,23,Hybrid,28,1,Low,Anxiety,No,No Change,2.0,Neutral,2,Poor,Africa
45,Male,Marketing,Manufacturing,28,Onsite,53,2,Medium,Depression,No,Increase,3.0,Neutral,2,Poor,Europe
55,Non-binary,Sales,IT,32,Hybrid,33,2,Medium,Anxiety,No,Decrease,2.0,Neutral,1,Good,Europe
39,Female,Data Scientist,Manufacturing,33,Remote,34,1,High,Burnout,Yes,No Change,4.0,Satisfied,2,Good,South America
57,Prefer not to say,Marketing,Healthcare,16,Onsite,51,4,Medium,Anxiety,No,Increase,2.0,Unsatisfied,4,Good,Europe
31,Female,Software Engineer,Education,12,Remote,35,5,High,Depression,No,No Change,5.0,Neutral,4,Good,Africa
34,Prefer not to say,Sales,Healthcare,25,Remote,39,3,Medium,Anxiety,Yes,Increase,2.0,Unsatisfied,2,Average,Oceania
39,Prefer not to say,Software Engineer,Healthcare,8,Hybrid,39,1,High,Anxiety,Yes,Increase,1.0,Unsatisfied,3,Poor,Oceania
29,Non-binary,Designer,IT,26,Hybrid,34,3,Low,Anxiety,No,Decrease,2.0,Neutral,2,Good,Oceania
31,Prefer not to say,Designer,IT,7,Hybrid,48,2,Medium,Anxiety,No,Decrease,2.0,Neutral,4,Poor,South America
53,Prefer not to say,Designer,Healthcare,35,Remote,59,5,High,Anxiety,Yes,Increase,3.0,Neutral,1,Good,Africa
27,Male,Marketing,Consulting,15,Remote,32,2,High,Burnout,No,Decrease,5.0,Neutral,1,Poor,Oceania
39,Male,Designer,Education,28,Remote,41,3,Medium,Anxiety,Yes,Increase,4.0,Unsatisfied,2,Average,Africa
59,Male,Project Manager,Education,18,Remote,34,2,Medium,Anxiety,No,No Change,5.0,Neutral,3,Poor,South America
58,Non-binary,HR,Consulting,10,Hybrid,41,3,Low,Burnout,No,Decrease,2.0,Neutral,2,Average,North America
28,Prefer not to say,Sales,Education,5,Remote,55,3,Medium,Anxiety,Yes,No Change,1.0,Satisfied,4,Poor,Europe
56,Male,Designer,IT,27,Remote,50,2,High,Burnout,Yes,Increase,1.0,Neutral,4,Poor,Asia
31,Non-binary,Project Manager,Healthcare,4,Remote,25,1,High,Anxiety,No,Increase,5.0,Unsatisfied,2,Average,Oceania
28,Female,Sales,Retail,32,Onsite,21,3,Medium,Depression,Yes,No Change,1.0,Neutral,5,Average,Africa
32,Female,Sales,Consulting,18,Remote,28,5,High,Depression,Yes,No Change,2.0,Unsatisfied,3,Good,South America
50,Prefer not to say,Project Manager,Consulting,9,Hybrid,55,3,Medium,Burnout,No,Decrease,1.0,Satisfied,3,Average,North America
55,Female,Marketing,Retail,29,Remote,26,5,Medium,Anxiety,No,Increase,5.0,Unsatisfied,1,Good,South America
50,Female,Sales,Healthcare,31,Onsite,50,4,Low,Anxiety,Yes,No Change,4.0,Unsatisfied,5,Poor,North America
43,Prefer not to say,Project Manager,Finance,3,Hybrid,55,2,Medium,Anxiety,Yes,No Change,3.0,Neutral,5,Average,Oceania
30,Female,Data Scientist,Consulting,9,Hybrid,33,5,Low,Burnout,No,No Change,4.0,Unsatisfied,1,Average,Europe
36,Male,Project Manager,Retail,4,Hybrid,21,1,High,Burnout,No,Increase,3.0,Neutral,1,Poor,Europe
58,Prefer not to say,Designer,Manufacturing,17,Hybrid,28,2,Medium,Burnout,No,No Change,2.0,Neutral,5,Good,Europe
53,Prefer not to say,Data Scientist,Healthcare,34,Remote,22,5,High,Anxiety,Yes,Decrease,1.0,Satisfied,3,Good,Africa
58,Male,Data Scientist,Finance,8,Onsite,35,2,Low,Anxiety,No,Decrease,2.0,Neutral,2,Poor,Oceania
57,Female,Designer,Healthcare,22,Hybrid,56,2,High,Burnout,Yes,Increase,3.0,Unsatisfied,1,Poor,Europe
46,Non-binary,Data Scientist,Consulting,14,Remote,29,4,Medium,Anxiety,No,Increase,2.0,Unsatisfied,1,Good,Asia
42,Female,HR,Manufacturing,33,Hybrid,24,4,High,Anxiety,No,No Change,2.0,Neutral,1,Good,Europe
24,Prefer not to say,Project Manager,Healthcare,30,Onsite,60,3,High,Anxiety,Yes,Decrease,3.0,Satisfied,3,Average,South America
53,Female,HR,Retail,10,Remote,31,4,Low,Anxiety,No,Decrease,2.0,Satisfied,1,Poor,Oceania
30,Non-binary,Project Manager,Consulting,20,Remote,27,2,Medium,Burnout,No,No Change,3.0,Unsatisfied,3,Good,Oceania
22,Prefer not to say,Software Engineer,Healthcare,6,Remote,43,2,Medium,Anxiety,No,No Change,4.0,Unsatisfied,3,Good,Europe
28,Non-binary,Designer,Retail,22,Hybrid,30,5,Medium,Anxiety,Yes,Decrease,5.0,Unsatisfied,2,Good,South America
52,Non-binary,Sales,Education,25,Remote,26,1,Medium,Burnout,Yes,No Change,2.0,Neutral,3,Average,Europe
47,Prefer not to say,Project Manager,Manufacturing,21,Onsite,47,1,Medium,Anxiety,No,Decrease,3.0,Satisfied,1,Average,South America
53,Female,Sales,Healthcare,26,Hybrid,30,4,Low,Depression,No,Decrease,4.0,Satisfied,3,Poor,North America
25,Prefer not to say,Sales,Healthcare,9,Hybrid,26,4,High,Depression,No,No Change,2.0,Unsatisfied,3,Good,Asia
60,Female,HR,Education,34,Remote,38,4,High,Depression,No,Decrease,4.0,Neutral,4,Good,Asia
53,Female,Marketing,IT,30,Hybrid,49,2,High,Anxiety,Yes,No Change,2.0,Neutral,1,Good,Africa
28,Male,HR,IT,32,Remote,49,1,Medium,Burnout,Yes,Decrease,4.0,Satisfied,2,Poor,Asia
23,Prefer not to say,Marketing,Finance,5,Remote,37,1,Medium,Anxiety,Yes,Increase,3.0,Satisfied,3,Good,Oceania
26,Male,Project Manager,Education,21,Hybrid,24,2,High,Anxiety,No,Decrease,2.0,Unsatisfied,4,Average,Oceania
52,Non-binary,Sales,Finance,30,Remote,33,2,Medium,Anxiety,Yes,Increase,2.0,Neutral,5,Good,Asia
32,Prefer not to say,Software Engineer,Consulting,28,Onsite,41,1,Medium,Depression,Yes,Decrease,1.0,Neutral,1,Average,Asia
23,Prefer not to say,Sales,Finance,4,Remote,31,2,Low,Anxiety,Yes,Increase,2.0,Neutral,3,Average,Oceania
41,Prefer not to say,Sales,IT,19,Onsite,29,4,Low,Anxiety,Yes,No Change,1.0,Satisfied,5,Average,Oceania
33,Female,Project Manager,IT,25,Hybrid,33,1,High,Anxiety,No,No Change,3.0,Neutral,1,Average,North America
37,Non-binary,Sales,Consulting,9,Remote,39,5,High,Anxiety,No,Increase,5.0,Satisfied,5,Poor,Europe
33,Male,Project Manager,Consulting,10,Hybrid,42,3,High,Anxiety,Yes,Increase,2.0,Unsatisfied,2,Good,Oceania
45,Female,Designer,Finance,11,Hybrid,41,2,Low,Burnout,No,Decrease,3.0,Unsatisfied,1,Poor,Oceania
53,Non-binary,Marketing,Healthcare,3,Hybrid,46,2,Medium,Anxiety,Yes,No Change,3.0,Satisfied,3,Good,Oceania
58,Prefer not to say,HR,Retail,29,Remote,25,4,High,Depression,No,Increase,2.0,Unsatisfied,1,Good,Europe
53,Prefer not to say,Project Manager,Education,7,Remote,55,2,Medium,Depression,Yes,Decrease,5.0,Neutral,1,Good,Asia
42,Prefer not to say,Sales,Manufacturing,28,Remote,53,4,High,Burnout,Yes,Increase,2.0,Satisfied,3,Good,Europe
53,Non-binary,Software Engineer,Retail,7,Onsite,47,1,Medium,Burnout,No,Decrease,3.0,Neutral,1,Good,Asia
23,Female,Data Scientist,Retail,34,Hybrid,35,2,Low,Depression,No,Decrease,2.0,Satisfied,4,Good,South America
59,Prefer not to say,HR,Retail,3,Hybrid,39,4,Low,Anxiety,Yes,No Change,1.0,Neutral,5,Poor,North America
50,Non-binary,Project Manager,Consulting,24,Hybrid,34,1,High,Depression,Yes,Decrease,4.0,Unsatisfied,5,Average,Oceania
27,Female,Project Manager,Retail,7,Hybrid,27,5,High,Burnout,No,Increase,5.0,Unsatisfied,1,Poor,Oceania
25,Prefer not to say,Software Engineer,Retail,18,Remote,22,3,Low,Anxiety,No,Decrease,1.0,Neutral,4,Poor,Africa
52,Male,Designer,Healthcare,33,Onsite,48,2,High,Depression,Yes,No Change,3.0,Unsatisfied,1,Good,Africa
22,Non-binary,Project Manager,Retail,2,Onsite,40,3,Medium,Burnout,No,Increase,2.0,Satisfied,2,Poor,Oceania
51,Male,HR,Finance,22,Hybrid,41,1,Low,Burnout,No,Decrease,4.0,Unsatisfied,5,Average,Asia
57,Male,Project Manager,IT,8,Hybrid,56,1,High,Burnout,Yes,Decrease,1.0,Unsatisfied,4,Poor,Europe
58,Male,Data Scientist,Manufacturing,32,Onsite,57,5,Low,Anxiety,Yes,No Change,4.0,Satisfied,5,Good,North America
32,Prefer not to say,Data Scientist,Finance,21,Remote,36,3,High,Anxiety,No,No Change,4.0,Satisfied,5,Good,Oceania
41,Female,Data Scientist,Finance,15,Hybrid,32,4,Low,Burnout,Yes,Increase,4.0,Unsatisfied,1,Good,Oceania
36,Female,Marketing,Education,10,Remote,32,4,Medium,Anxiety,No,Decrease,2.0,Unsatisfied,3,Good,Asia
51,Non-binary,Data Scientist,Manufacturing,2,Remote,58,3,Low,Depression,No,Decrease,4.0,Satisfied,4,Average,Asia
60,Female,Sales,Retail,10,Remote,59,4,Low,Anxiety,No,Increase,2.0,Satisfied,1,Poor,South America
34,Female,HR,Healthcare,28,Onsite,39,3,Medium,Anxiety,Yes,No Change,2.0,Neutral,3,Poor,Africa
33,Female,Sales,Manufacturing,27,Remote,49,2,Medium,Anxiety,Yes,No Change,2.0,Unsatisfied,3,Average,Oceania
53,Prefer not to say,Marketing,Consulting,1,Onsite,42,3,High,Depression,No,No Change,1.0,Satisfied,3,Poor,Asia
53,Female,Sales,Retail,7,Onsite,20,5,Low,Depression,Yes,Increase,2.0,Unsatisfied,3,Average,Africa
40,Female,Project Manager,IT,12,Remote,22,2,Medium,Burnout,No,Decrease,2.0,Unsatisfied,2,Poor,Europe
36,Non-binary,Designer,Manufacturing,28,Hybrid,48,5,Medium,Burnout,No,Decrease,2.0,Neutral,2,Good,Europe
54,Prefer not to say,Designer,Healthcare,27,Remote,39,1,High,Burnout,No,Decrease,1.0,Satisfied,3,Average,Europe
41,Prefer not to say,HR,IT,19,Hybrid,24,3,Low,Depression,No,No Change,3.0,Satisfied,5,Poor,North America
55,Female,Sales,Consulting,15,Hybrid,22,4,High,Anxiety,Yes,No Change,1.0,Unsatisfied,2,Poor,Europe
34,Prefer not to say,Marketing,Finance,19,Onsite,58,1,High,Anxiety,No,Decrease,5.0,Unsatisfied,2,Average,Europe
53,Prefer not to say,Project Manager,IT,17,Hybrid,58,2,Medium,Anxiety,Yes,Increase,2.0,Neutral,2,Average,Europe
37,Non-binary,Project Manager,IT,26,Hybrid,27,1,Medium,Anxiety,Yes,Decrease,5.0,Satisfied,1,Poor,Oceania
37,Prefer not to say,HR,Education,14,Hybrid,40,1,High,Burnout,Yes,Decrease,4.0,Satisfied,1,Average,Asia
57,Female,Project Manager,Finance,1,Hybrid,24,4,Low,Depression,Yes,No Change,1.0,Unsatisfied,3,Poor,Africa
33,Female,Sales,IT,26,Onsite,43,2,Low,Depression,No,No Change,1.0,Neutral,2,Good,Europe
51,Female,HR,Manufacturing,17,Remote,50,2,High,Anxiety,No,Decrease,3.0,Neutral,2,Average,Africa
50,Male,Designer,Manufacturing,17,Remote,30,3,Medium,Anxiety,No,Decrease,5.0,Satisfied,1,Average,Europe
35,Female,Sales,Consulting,26,Hybrid,35,2,Medium,Depression,No,Decrease,1.0,Unsatisfied,2,Poor,Asia
40,Male,Marketing,Education,33,Remote,37,2,High,Depression,Yes,Decrease,4.0,Satisfied,5,Poor,Africa
53,Non-binary,Project Manager,Retail,7,Onsite,51,3,Low,Anxiety,Yes,No Change,3.0,Satisfied,5,Poor,South America
32,Male,Marketing,Manufacturing,5,Onsite,54,2,Low,Anxiety,No,Increase,4.0,Unsatisfied,4,Average,Africa
55,Female,Sales,Finance,3,Onsite,36,1,Low,Depression,Yes,Decrease,2.0,Unsatisfied,5,Good,South America
49,Non-binary,Project Manager,Retail,2,Onsite,53,2,Low,Burnout,Yes,No Change,1.0,Unsatisfied,1,Poor,Africa
23,Female,Project Manager,Retail,13,Hybrid,56,2,High,Burnout,No,Decrease,3.0,Neutral,5,Average,North America
38,Male,Sales,Retail,8,Hybrid,39,2,Medium,Anxiety,No,Decrease,3.0,Unsatisfied,1,Poor,Africa
23,Male,Marketing,Education,16,Remote,20,3,Medium,Burnout,Yes,Decrease,2.0,Neutral,3,Poor,Africa
29,Female,Project Manager,Education,17,Remote,25,2,Low,Burnout,No,Increase,2.0,Satisfied,3,Average,Africa
53,Female,Data Scientist,Consulting,17,Remote,33,1,Low,Anxiety,No,Decrease,1.0,Satisfied,5,Average,Europe
58,Male,Software Engineer,Finance,12,Onsite,35,5,Low,Burnout,No,No Change,2.0,Neutral,2,Poor,South America
42,Male,Project Manager,Manufacturing,1,Hybrid,34,1,Low,Anxiety,No,Increase,5.0,Neutral,4,Good,Africa
42,Male,Designer,Healthcare,32,Onsite,21,2,Low,Anxiety,No,No Change,1.0,Neutral,4,Poor,South America
39,Non-binary,Sales,Healthcare,22,Remote,21,3,Low,Burnout,Yes,Increase,4.0,Unsatisfied,1,Poor,Asia
45,Male,Designer,Healthcare,23,Onsite,29,5,Medium,Depression,No,Increase,2.0,Unsatisfied,3,Good,Oceania
53,Non-binary,Project Manager,IT,27,Onsite,33,2,High,Anxiety,No,Decrease,4.0,Satisfied,3,Good,Oceania
43,Prefer not to say,Sales,Finance,10,Remote,42,4,High,Anxiety,Yes,Increase,2.0,Neutral,3,Poor,North America
24,Prefer not to say,Designer,Education,23,Onsite,38,1,Medium,Anxiety,Yes,No Change,2.0,Neutral,3,Average,South America
44,Male,Marketing,Finance,24,Remote,39,1,High,Burnout,Yes,Decrease,2.0,Unsatisfied,5,Average,Europe
41,Non-binary,Designer,Education,14,Hybrid,57,4,Medium,Anxiety,Yes,No Change,2.0,Unsatisfied,3,Good,North America
23,Male,Data Scientist,Finance,23,Remote,41,4,Low,Burnout,Yes,No Change,2.0,Neutral,2,Good,North America
53,Female,Software Engineer,Retail,14,Remote,40,4,Low,Anxiety,No,Increase,5.0,Unsatisfied,5,Poor,North America
52,Non-binary,Project Manager,Retail,10,Onsite,47,3,Medium,Depression,Yes,Decrease,2.0,Neutral,3,Average,Asia
58,Female,Data Scientist,Consulting,7,Onsite,53,5,Low,Burnout,No,Decrease,4.0,Unsatisfied,1,Good,Europe
56,Prefer not to say,Data Scientist,Retail,25,Hybrid,27,1,High,Anxiety,No,No Change,4.0,Unsatisfied,5,Average,Oceania
34,Female,Software Engineer,Consulting,21,Hybrid,33,3,High,Burnout,No,Increase,3.0,Unsatisfied,2,Average,Africa
